word	phonetic	meaning_cn	category	bnc_rank	frq_rank	wordfreq_zipf	exchange_info	data_quality	example_sentence
station	'steiʃәn	n. 车站, 站, 局, 驻地, 位置, 身分, 地位\nvt. 安置, 配置, 驻扎\n[计] 站	n.	736	841		s:stations/d:stationed/i:stationing/p:stationed/3:stations	ecdict_complete	
christian	'kristʃәn	n. 基督徒, 正派人\na. 基督的, 基督教的	n.	22058	1271		s:christians	ecdict_complete	
round	raund	n. 圆, 圆形物, 巡回, 循环, 一轮, 一回合, 一局, 范围, 轮唱\na. 圆的, 球形的, 丰满的, 肥胖的, 完全的, 大概的, 完美的, 圆润的\nprep. 围着, 附近, 绕过, 在...周围\nadv. 围绕着, 在周围, 迂回地, 挨个, 朝反方向\nvt. 弄圆, 使成圆形, 绕行, 完成, 围捕, 把...四舍五入\nvi. 变圆, 发胖, 环行, 拐弯, 进展	n.	730	2372		s:rounds/p:rounded/d:rounded/i:rounding/3:rounds/r:rounder	ecdict_complete	
favorite	'feivәrit	n. 喜欢的事物, 幸运儿\na. 特别受喜爱的, 喜爱的, 宠爱的, 中意的	n.	0	1593		s:favorites	ecdict_complete	
understand	.ʌndә'stænd	vt. 理解, 了解, 领会, 听说, 懂\nvi. 懂得, 认为	vt.	391	320		d:understood/p:understood/i:understanding/3:understands	ecdict_complete	
option	'ɒpʃәn	n. 选择权, 挑选, 选项\n[计] 选项	n.	1086	1102		s:options	ecdict_complete	
master	'mɑ:stә. 'mæstә	n. 主人, 硕士, 大师, 母机\na. 主人的, 主要的\nvt. 征服, 控制, 精通	n.	1224	1883		s:masters/d:mastered/i:mastering/p:mastered/3:masters	ecdict_complete	
valley	'væli	n. 山谷, 溪谷, 流域, 凹地\n[医] 谷	n.	1795	2793		s:valleys	ecdict_complete	
recently	'ri:sntli	adv. 最近	adv.	822	699			ecdict_complete	
probably	'prɒbәbli	adv. 大概, 或许	adv.	333	398			ecdict_complete	
sea	si:	n. 海, 海洋, 海浪, 大量\n[法] 海, 海洋	n.	721	989		s:seas	ecdict_complete	
blood	blʌd	n. 血, 血统, 流血, 气质, 生命\nvt. 使出血, 用血涂	n.	980	692		s:bloods/d:blooded/i:blooding/p:blooded/3:bloods	ecdict_complete	
cut	kʌt	n. 切口, 割伤, 降低, 切, 割, 砍, 削, 伤口, 削减, 缩短, 删节, 通路\na. 经切割的, 缩减的\nvt. 切, 割, 减少, 刺痛, 开辟, 雕刻, 删节, 缩短, 停止, 排斥, 切断, 关, 显出\nvi. 切, 割, 砍, 刺痛, 相交, 抄近路, 剪辑\n[计] 剪切	n.	541	414		d:cut/0:cut/1:dp/s:cuts/i:cutting/p:cut/3:cuts	ecdict_complete	
worldwide	'wә:ldwaid	a. 全世界的	a.	5136	4457			ecdict_complete	
improve	im'pru:v	vt. 改良, 提高...的价值, 改善, 利用\nvi. 变得更好, 增加	vt.	903	995		d:improved/i:improving/3:improves/p:improved	ecdict_complete	
connection	kә'nekʃәn	n. 连接, 关系, 前后关系\n[计] 连接	n.	1669	1421		s:connections	ecdict_complete	
publisher	'pʌbliʃә	n. 出版者, 发行人\n[法] 发行人, 出版者, 报刊发行者	n.	2711	3072		s:publishers	ecdict_complete	
hall	hɒ:l	n. 门厅, 走廊, 会堂	n.	800	1839		s:halls/i:halling	ecdict_complete	
anti	'ænti	n. 反对者, 反对论者\na. 反对的	n.	14616	14880			ecdict_complete	
earth	ә:θ	n. 地球, 泥土, 世界, 尘世\nvt. 埋入土中, 赶入洞内\nvi. 躲入洞内	n.	1026	1547		s:earths/d:earthed/i:earthing/p:earthed/3:earths	ecdict_complete	
impact	'impækt	n. 冲击, 冲突, 影响, 效果\nvt. 挤入, 撞击, 压紧, 对...发生影响	n.	1263	919		s:impacts/p:impacted/d:impacted/i:impacting/3:impacts	ecdict_complete	
transfer	træns'fә:	n. 迁移, 移动, 传递, 转让, 转移, 过户, 汇兑, 换车\nvt. 使转移, 调转, 调任, 改变, 传递, 转让\nvi. 转移, 转学, 转职, 换车\n[计] 传送	n.	1593	2315		d:transferred/s:transfers/i:transferring/p:transferred/3:transfers	ecdict_complete	
introduction	.intrә'dʌkʃәn	n. 介绍, 传入, 采用, 初步	n.	1379	2904		s:introductions	ecdict_complete	
kitchen	'kitʃin	n. 厨房, 全套炊具\n[医] 厨房	n.	1124	1051		s:kitchens	ecdict_complete	
strong	strɒŋ	a. 强壮的, 坚固的, 坚强的, 强烈的, 有力的, 优良的\nadv. 强劲地, 有力地, 猛烈地	a.	506	458		r:stronger/t:strongest	ecdict_complete	
carolina	.kærә'lainә	n. 北(或南)卡罗来纳州	n.	12408	0			ecdict_complete	
wedding	'wediŋ	n. 婚礼, 结婚, 结婚周年纪念日, 结合\n[法] 结婚, 婚礼, 结婚纪念日	n.	2391	2176		s:weddings/i:wedding/0:wedding/1:i	ecdict_complete	
hospital	'hɒspitәl	n. 医院\n[医] 医院	n.	562	647		s:hospitals	ecdict_complete	
ground	graund	n. 土地, 战场, 场地, 地面, 范围\na. 土地的, 地面上的\nvt. 放在地上, 使搁浅, 打基础, 给...以训练\nvi. 搁浅, 落地, 根据, 基于\na. 磨过的\ngrind的过去式和过去分词	n.	455	522		s:grounds/d:grounded/p:grounded/0:grind/1:dp/i:grinding/3:grinds	ecdict_complete	
overview	'әuvәvju:	n. 概述, 概观, 总的看法\n[计] 概述	n.	6253	6971		s:overviews/i:overviewing/p:overviewed	ecdict_complete	
ship	ʃip	n. 船, 舰\nvt. 以船运送, 装船, 运送\nvi. 上船, 乘船	n.	1356	1219		s:ships/d:shipped/i:shipping/p:shipped/3:ships	ecdict_complete	
accommodation	ә.kɒmә'deiʃәn	n. 膳宿, 预订铺位, 适应性调节, 调和, 贷款\n[医] 调节(眼) / 适应	n.	2048	5369		s:accommodations	ecdict_complete	
disease	di'zi:z	n. 疾病, 弊病\n[医] [疾]病	n.	931	775		s:diseases	ecdict_complete	
excellent	'ekslәnt	a. 优良的, 杰出的, 出色的	a.	1416	2123			ecdict_complete	
paid	peid	a. 受雇的, 付清的\npay的过去式和过去分词	a.	6008	7725		0:pay/1:dp/d:paid/p:paid	ecdict_complete	
italy	'itәli	n. 意大利	n.	1810	0			ecdict_complete	
perfect	'pә:fikt	n. 完成时\na. 完美的, 完好的, 理想的, 熟练的, 精确的, 完成式的\nvt. 使完美, 修改, 使精通, 改善, 使熟练	n.	1685	1160		d:perfected/i:perfecting/p:perfected/3:perfects	ecdict_complete	
hair	hєә	n. 头发, 毛发, 些微\n[医] 毛, 发	n.	668	602		s:hairs	ecdict_complete	
opportunity	.ɒpә'tju:niti	n. 机会, 时机	n.	618	625		s:opportunities	ecdict_complete	
kit	kit	n. 装备, 工具箱, 成套工具\n[计] 成套部件 / 成套零件	n.	3278	4018		s:kits/d:kitted/i:kitting/p:kitted/3:kits	ecdict_complete	
classic	'klæsik	n. 古典作品, 杰作, 大艺术家\na. 第一流的, 最优秀的, 古典的	n.	2967	2616		s:classics	ecdict_complete	
basis	'beisis	n. 基础, 主要成分\n[化] 基底	n.	694	1307			ecdict_complete	
command	kә'mɑ:nd	n. 命令, 指挥, 控制, 部队, 司令部\nv. 命令, 指挥, 控制\n[计] 命令 / 指令 / DOS外部命令:启动新的命令处理器	n.	2166	2378		s:commands/p:commanded/d:commanded/3:commands/i:commanding	ecdict_complete	
express	ik'spres	n. 快车, 快递, 专使\na. 明确的, 丝毫不差的, 专门的, 快的\nvt. 表达, 表示, 表露	n.	839	1272		d:expressed/i:expressing/p:expressed/3:expresses	ecdict_complete	
anal	'einәl	a. 肛门的, 肛门附近的\n[计] 分析员	a.	9352	14611		s:anals	ecdict_complete	
award	ә'wɒ:d	n. 奖品, 裁定, 判决\nvt. 授予, 给予	n.	590	2573		d:awarded/s:awards/p:awarded/i:awarding/3:awards	ecdict_complete	
distance	'distәns	n. 距离, 远方, 遥远\n[计] 位距	n.	1275	1235		s:distances/i:distancing/d:distanced/p:distanced/3:distances	ecdict_complete	
tree	tri:	n. 树, 木料, 树状物\nvt. 把...赶上树\n[计] 树 / DOS外部命令:显示指定磁盘驱动器的目录结构	n.	680	596		s:trees/i:treeing/p:treed/3:trees/d:treed	ecdict_complete	
peter	'pi:tә	vi. 逐渐消失, 逐渐减少	vi.	814	19939		3:peters/p:petered/d:petered	ecdict_complete	
assessment	ә'sesmәnt	n. 评估, 估定, 评定的款额\n[化] 评估	n.	1249	1552		s:assessments	ecdict_complete	
ensure	in'ʃuә	vt. 确定, 保证, 担保, 保护\n[经] 确保, 确定	vt.	712	1754		i:ensuring/3:ensures/p:ensured/d:ensured	ecdict_complete	
thus	ðʌs	adv. 如此, 因此, 到如此程度\n[医] 乳香	adv.	479	744			ecdict_complete	
wall	wɒ:l	n. 墙, 墙壁, 垣, 内壁, 分界物, 屏障\na. 墙的\nvt. 给...建墙, 禁闭, 用墙围住\n[计] 背景墙	n.	577	571		s:walls/d:walled/i:walling/p:walled/3:walls	ecdict_complete	
involved	in'vɔlvd	a. 难懂的, 复杂的, 不易懂的, 卷入...之中的, 累及..., 与...有关, 被纠缠的\n[计] 包含, 涉及	a.	1031	1174		0:involve/1:dp/d:involved/p:involved	ecdict_complete	
el	el	abbr. 预期损失（Expected Loss）	abbr.	5125	0			ecdict_complete	
extra	'ekstrә	n. 额外的事物, 另外的收费\na. 额外的, 特别的\nadv. 额外地, 特别地, 非常地	n.	1080	1543		s:extras	ecdict_complete	
especially	i'speʃәli	adv. 尤其, 特别, 格外	adv.	570	515			ecdict_complete	
interface	'intәfeis	n. 分界面, 接触面, 界面\n[计] 接口, 界面	n.	3267	6182		s:interfaces/d:interfaced/p:interfaced/3:interfaces	ecdict_complete	
pussy	'pusi	n.〈非正式〉猫咪；〈侮辱〉女阴；〈侮辱〉娘娘腔\na. 多脓的\n[网络] 小猫；阴户；小猫咪	n.	17220	14353		s:pussies	ecdict_complete	
budget	'bʌdʒit	n. 预算\nvi. 编预算\nvt. 编入预算, 安排\na. 廉价的	n.	1062	1054		s:budgets/d:budgeted/p:budgeted/i:budgeting/3:budgets	ecdict_complete	
success	sәk'ses	n. 成功, 成就, 胜利	n.	705	777		s:successes	ecdict_complete	
maximum	'mæksimәn	n. 极点, 最大量, 极大\na. 最高的, 最大的, 最大极限的\n[计] 最大值	n.	2427	3603		s:maxima	ecdict_complete	
ma	mɑ:	n. 妈\n[计] 存储器地址, 多路存取	n.	6756	0			ecdict_complete	
operation	.ɒpә'reiʃәn	n. 操作, 动作, 手术, 运算, 作用, 业务\n[计] 运算	n.	619	826		s:operations	ecdict_complete	
existing	i^'zistiŋ	a. 存在的, 目前的, 现存的, 现有的\n[计] 现成的, 已有的, 现存的	a.	1063	2150		0:exist/1:i/i:existing	ecdict_complete	
quite	kwait	adv. 相当, 完全, 十分	adv.	206	561			ecdict_complete	
selected	si'lektid	a. 挑选出来的, 精选的\n[计] 被选的	a.	4591	4931		0:select/1:dp/d:selected/p:selected	ecdict_complete	
boy	bɒi	n. 男孩\n[法] 男孩, 少年, 儿子	n.	462	382		s:boys	ecdict_complete	
amazon	'æmәzɒn	n. 亚马孙河\n[医] 无乳腺者	n.	12482	26101		s:amazons	ecdict_complete	
restaurants	ˈrestərənts	n. 饭店( restaurant的名词复数 ) / 餐馆 / 饭馆 / 菜馆	n.	0	0		0:restaurant/1:s	ecdict_complete	
beautiful	'bju:tiful	a. 美丽的	a.	1161	992			ecdict_complete	
warning	'wɒ:niŋ	n. 警告, 预告, 预兆, 通知\n[法] 警告, 警戒, 预告 / 警告的, 注意的	n.	1911	2102		0:warn/1:i/s:warnings/i:warning	ecdict_complete	
wine	wain	n. 葡萄酒, 果酒, 暗红色\nv. (请)喝酒	n.	1304	1449		s:wines/p:wined/d:wined/i:wining/3:wines	ecdict_complete	
horse	hɒ:s	n. 马, 骑兵, 脚架\nvi. 骑马, 取笑\nvt. 使骑马, 系马于	n.	803	1279		s:horses/i:horsing/p:horsed/3:horses/d:horsed	ecdict_complete	
vote	vәut	n. 投票, 选举, 选票, 表决, 选举权, 得票数\nvi. 投票, 选举\nvt. 投票选举, 投票决定, 公认, 使投票	n.	1228	1078		s:votes/d:voted/p:voted/i:voting/3:votes	ecdict_complete	
forward	'fɒ:wәd	a. 向前的, 早的, 迅速的, 在前的, 进步的\nvt. 促进...的生长, 转寄, 运送\nadv. 向前地\n[计] 前推, 转信	a.	734	815		s:forwards/d:forwarded/p:forwarded/i:forwarding/3:forwards	ecdict_complete	
significant	sig'nifikәnt	a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的	a.	841	719			ecdict_complete	
lists	lists	n. 竞技场	n.	0	0		0:list/1:s3	ecdict_complete	
owner	'әunә	n. 拥有者, 物主, 所有人\n[经] 所有者, 物主, 业主	n.	1153	1021		s:owners	ecdict_complete	
retail	'ri:teil	n. 零售\na. 零售的\nvt. 零售, 详述, 传播\nvi. 零售	n.	3601	3479		i:retailing/3:retails/p:retailed/d:retailed/s:retails	ecdict_complete	
useful	'ju:sful	a. 有用的, 有益的\n[机] 有用的, 有效的	a.	986	2026			ecdict_complete	
directly	di'rektli, dai'rektli	adv. 径直地, 直接地, 直率地, 正好地, 直截了当地, (非正式)立即, 马上\nconj. 一...(就...), 一当...就...\n[计] 直接的	adv.	1146	1139			ecdict_complete	
manufacturer	.mænju'fæktʃәrә	n. 制造业者, 厂商\n[经] 制造人, 制造商, 制造厂	n.	2016	2251		s:manufacturers	ecdict_complete	
ways	weiz	n. 方法（way的复数）；滑路	n.	0	0		0:way/1:s	ecdict_complete	
son	sʌn	n. 儿子, 女婿, 子孙\n[法] 儿子, 女婿, 养子	n.	599	481		s:sons	ecdict_complete	
rule	ru:l	n. 规则, 统治, 控制, 支配, 规律, 标准, 章程, 破折号, 铅线\nvt. 规定, 统治, 管理, 控制, 支配, 裁决\nvi. 统治, 管辖, 裁定\n[计] 规则, 水线	n.	539	633		s:rules/d:ruled/p:ruled/3:rules/i:ruling	ecdict_complete	
mac	mæk	n. 防水胶布, (英)雨衣, 老兄, 老弟\n[计] 宏, 多路存取计算机, 苹果公司的微机	n.	6649	24380		s:macs	ecdict_complete	
housing	'hausiŋ	n. 遮盖, 住房供给, 居留(处), 房屋, 装饰\n[化] 外壳	n.	1446	2147		0:house/1:i/i:housing/s:housings	ecdict_complete	
bring	briŋ	vt. 带来, 产生, 促使, 提出\nvi. 生产	vt.	195	215		d:brought/p:brought/i:bringing/3:brings	ecdict_complete	
catalog	'kætәlɒg	n. 目录, 大学概况手册\nvt. 编目录\n[计] 目录 / 编目	n.	49824	4443		s:catalogs/i:cataloging/p:cataloged/3:catalog/d:cataloged	ecdict_complete	
trying	'traiiŋ	a. 难受的, 难堪的\n[法] 裁决, 审判, 审理 / 使人痛苦的, 难堪的, 难处的	a.	18590	16334		0:try/1:i/i:trying	ecdict_complete	
mother	'mʌðә	n. 母亲, 修女院长\nvt. 产生, 照看, 收养	n.	306	229		s:mothers/i:mothering/p:mothered/3:mothers/d:mothered	ecdict_complete	
authority	ɒ:'θɒriti	n. 权力, 当权者, 当局, 权威, 专家\n[经] 代理权, 授权, 权威	n.	285	832		s:authorities	ecdict_complete	
considered	kәn'sidәd	a. 考虑过的, 被尊重的	a.	14770	23641		0:consider/1:dp/d:considered/p:considered	ecdict_complete	
traffic	'træfik	n. 交通, 通行, 运输, 交通量, 贸易, 交易, 交往, 通信量\nvi. 交易, 做买卖\nvt. 用...作交换\n[计] 通信量, 传输量	n.	1423	1712		i:trafficking/p:trafficked/3:traffics/d:trafficked	ecdict_complete	
programme	'prәugræm	n. 节目, 节目单, 程序, 纲要, 大纲, 计划\nvt. 规划, 拟...计划\nvi. 安排节目, 编程序	n.	360	0		s:programmes/d:programmed/p:programmed/i:programming/3:programs	ecdict_complete	
input	'input	n. 输入, 输入电路\nvt. 输入\n[计] 输入	n.	2275	4120		s:inputs/d:input/0:input/1:d/i:inputting/p:input/3:inputs	ecdict_complete	
strategy	'strætidʒi	n. 战略, 策略\n[经] 战略, 策略	n.	1127	844		s:strategies	ecdict_complete	
feet	fi:t	pl. 脚\nn. 尺	pl.	0	0		0:foot/1:s/s:feets/3:feets	ecdict_complete	
agent	'eidʒәnt	n. 代理商, 政府代表, 动原, 媒介\n[计] 代理程序	n.	1214	1020		s:agents	ecdict_complete	
valid	'vælid	a. 有确实根据的, 有法律效力的, 正当的, 正确的\n[经] 有效的	a.	3211	4703			ecdict_complete	
bin	bin	n. (贮存谷物等的)容器, 箱子\n[计] 二进制, 商业信息网	n.	5370	0		s:bins/p:binned/d:binned/i:binning/3:bins	ecdict_complete	
modern	'mɒdәn	n. 现代人, 有思想的人\na. 现代的, 时髦的	n.	762	1046		s:moderns	ecdict_complete	
senior	'si:njә	n. 年长者, 资深者, 毕业班学生\na. 年长的, 高级的, 资深的	n.	1203	1090		s:seniors	ecdict_complete	
ireland	'aiәlәnd	n. 爱尔兰	n.	1040	0			ecdict_complete	
sexy	'seksi	a. 有性感的, 色情的	a.	7254	4278		t:sexiest/r:sexier	ecdict_complete	
teaching	'ti:tʃiŋ	n. 教学, 学说, 教导	n.	1589	1638		0:teach/1:i/i:teaching/s:teachings	ecdict_complete	
door	dɒ:	n. 门	n.	300	343		s:doors	ecdict_complete	
grand	grænd	a. 庄重的, 壮观的, 显赫的, 重大的, 最高的, 雄伟的, 宏大的, 豪华的, 傲慢的\n[法] 重大的, 主要的, 伟大的	a.	1851	2237		r:grander/t:grandest/s:grands	ecdict_complete	
testing	'testiŋ	n. 测试\na. 吃力的, 试验的	n.	3548	2501		0:test/1:i/i:testing/s:testings	ecdict_complete	
trial	'traiәl	n. 审判, 试验, 艰苦, 麻烦事, 考验\na. 审讯的, 试验性的	n.	1166	898		s:trials/p:trialled	ecdict_complete	
charge	tʃɑ:dʒ	n. 指控, 费用, 冲锋, 电荷, 炸药, 主管, 被托管人, 命令\nvt. 控诉, 加罪于, 使充满, 使充电, 使承担\nvi. 冲锋, 要价, 收费	n.	675	923		s:charges/d:charged/p:charged/i:charging/3:charges	ecdict_complete	
instead	in'sted	adv. 作为替代, 反而	adv.	1274	994			ecdict_complete	
canadian	kә'neidiәn	a. 加拿大的	a.	4556	2638		s:canadians	ecdict_complete	
cool	ku:l	n. 凉爽, 凉爽的空气\na. 凉爽的, 冷淡的, 冷静的\nvi. 冷却, 平息\nvt. 使冷却, 使平静	n.	2478	1451		r:cooler/i:cooling/d:cooled/3:cools/p:cooled/t:coolest	ecdict_complete	
normal	'nɒ:ml	n. 常态, 标准, 正常, 普通\na. 正常的, 正规的, 标准的, 师范的, 正态的\n[计] 标准, 普通	n.	811	1217		s:normals	ecdict_complete	
enterprise	'entәpraiz	n. 企业, 事业心, 进取心, 干事业\n[计] 企业	n.	1566	2499		s:enterprises	ecdict_complete	
entire	in'taiә	n. 整个, 全部\na. 全体的, 完全的, 全部的	n.	1876	868			ecdict_complete	
educational	.edju'keiʃәnl	a. 教育的, 教育性的	a.	1602	1587			ecdict_complete	
leading	'li:diŋ	n. 领导, 指挥, 神示, 铅板\na. 领导的, 主要的, 在前的	n.	1551	2188		0:lead/1:i/i:leading	ecdict_complete	
metal	'metәl	n. 金属, 金属制品, 合金, 本质, 质料\na. 金属制的\nvt. 以金属覆盖	n.	1668	1574		s:metals/i:metaling/p:metaled/3:metals/d:metaled	ecdict_complete	
positive	'pɒzitiv	a. 肯定的, 积极的, 有把握的\n[医] 正的, 阳性的	a.	1198	1049		s:positives	ecdict_complete	
fitness	'fitnis	n. 适合, 合宜, 合理, 恰当, 健康\n[医] 适合性, 适应性	n.	4207	3357		s:fitnesses	ecdict_complete	
chinese	tʃai'ni:z	n. 中文, 中国话, 中国人\na. 中国的, 中国话的	n.	2214	1218			ecdict_complete	
opinion	ә'pinjәn	n. 意见, 评价, 主张\n[经] 意见	n.	1067	1124		s:opinions	ecdict_complete	
asia	'eiʒә	n. 亚洲	n.	2720	0			ecdict_complete	
football	'futbɒ:l	n. 足球, 橄榄球	n.	1424	1534		s:footballs	ecdict_complete	
abstract	'æbstrækt	a. 抽象的, 深奥的\nn. 摘要, 抽象概念\nvt. 摘要, 提炼, 使抽象化\n[计] 摘录 / 摘要 / 抽象	a.	3729	4007		s:abstracts/d:abstracted/i:abstracting/3:abstracts/p:abstracted	ecdict_complete	
output	'autput	n. 输出, 产品, 产量\n[计] 输出	n.	1540	4085		s:outputs/d:output/0:output/1:d/3:outputs/i:outputting	ecdict_complete	
likely	'laikli	a. 有可能的, 合适的, 前途有望的\nadv. 或许, 可能	a.	422	624		t:likeliest	ecdict_complete	
develop	di'velәp	vt. 发展, 使发达, 进步, 洗印, 显影\nvi. 发展, 生长	vt.	400	484		d:developed/i:developing/p:developed/3:develops	ecdict_complete	
alternative	ɒ:l'tә:nәtiv	n. 两者择一, 供替代的选择\na. 两者择一的, 供选择的\n[计] 选择对象	n.	1752	2073		s:alternatives	ecdict_complete	
responsibility	ri.spɒnsә'biliti	n. 责任, 职责, 负担, 可靠性\n[化] 职责	n.	830	1067		s:responsibilities	ecdict_complete	
resolution	.rezә'lu:ʃәn	n. 解析, 决心, 坚定, 决定, 决议, 消除, 解答, 分解\nn. 图形分辨率\n[计] 图形分辨率	n.	2064	1968		s:resolutions	ecdict_complete	
java	'dʒɑ:vә	n. 爪哇, 爪哇咖啡	n.	16673	25951		s:javas	ecdict_complete	
guest	gest	n. 客人, 来宾, 旅客\n[化] 客体	n.	1649	1310		s:guests/i:guesting	ecdict_complete	
seems	si:mz	v. 好像, 仿佛（ seem的第三人称单数 ）	v.	0	0		0:seem/1:3	ecdict_complete	
publication	.pʌbli'keiʃәn	n. 出版物, 出版, 公布\n[经] 发布	n.	1656	2459		s:publications	ecdict_complete	
pass	pæs	n. 经过, 要隘, 途径, 通行, 护照, 及格\nvt. 经过, 越过, 通过, 批准, 度过, 传递, 忽略\nvi. 经过, 变化, 流通, 及格, 宣判, 终止, 消逝, 被忽略, 不叫牌, 传递\n[计] 遍	n.	480	441		d:passed/p:passed/i:passing/3:passes/s:passes	ecdict_complete	
trust	trʌst	n. 信任, 信赖, 相信, 受托, 职责, 信心, 托拉斯\na. 信托的, 托拉斯的\nvt. 信赖, 信任, 相信, 盼望, 赊卖给\nvi. 相信, 信赖, 依靠\n[计] 委托, 信任	n.	1160	1841		s:trusts/d:trusted/p:trusted/i:trusting/3:trusts	ecdict_complete	
van	væn	n. 货车, 篷车, 先锋, 前驱, 前卫\nvt. 用货车搬运\n[计] 增值网	n.	3028	3115		s:vans	ecdict_complete	
session	'seʃәn	n. 期间, 开庭期, 会议, 学期\n[计] 会话, 对话, 会晤, 通用任务程序	n.	1443	1544		s:sessions	ecdict_complete	
photography	fә'tɒgrәfi	n. 摄影, 摄影术\n[化] 照相术	n.	5389	3986			ecdict_complete	
